steamid,appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,header_image,background,short_description
18998,761890,Albion Online,2018-05-16,1,Sandbox Interactive GmbH,Sandbox Interactive GmbH,windows;mac;linux,0,Online Multi-Player;MMO;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Free to Play;Massively Multiplayer;RPG,Massively Multiplayer;RPG;Crafting,93,1800,1420,448,852,100000-200000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/761890/header.jpg?t=1555574333,https://steamcdn-a.akamaihd.net/steam/apps/761890/page_bg_generated_v6b.jpg?t=1555574333,"Albion Online is a fantasy sandbox MMORPG featuring a player-driven economy, classless combat system, and intense PvP battles. Explore a vast open world full of danger and opportunity. Grow your wealth, forge alliances, and leave your mark on the world of Albion."
17909,729660,Blackout Z: Slaughterhouse Edition,2017-10-20,1,NukGames,NukGames,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie,28,72,6,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/729660/header.jpg?t=1549300318,https://steamcdn-a.akamaihd.net/steam/apps/729660/page_bg_generated_v6b.jpg?t=1549300318,Blackout Z: Slaughterhouse edition is an addictive fast paced top down shooter game. Slaughter tons of zombies and try to avoid sharp saws while the battery of your flashlight is slowly draining.
22352,860650,Drizzlepath: Deja Vu,2018-05-25,1,Tonguç Bodur,Tonguç Bodur,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,3,36,4,6,6,0-20000,2.89,https://steamcdn-a.akamaihd.net/steam/apps/860650/header.jpg?t=1547665587,https://steamcdn-a.akamaihd.net/steam/apps/860650/page_bg_generated_v6b.jpg?t=1547665587,"A man embarks on a journey toward the top of a mountain, to discover the truth of his existence. Along the way, he ponders the nature of life itself. Drizzlepath: Deja Vu is a spiritual revisitation of Tonguç Bodur's very first game, Drizzlepath."
18422,746280,Alpha Locus VR,2017-11-27,1,Chris Danelon,Chris Danelon,windows,0,Single-player,Violent;Gore;Action;Free to Play;Indie,Free to Play;Action;Indie,0,17,1,0,0,0-20000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/746280/header.jpg?t=1512138537,https://steamcdn-a.akamaihd.net/steam/apps/746280/page_bg_generated_v6b.jpg?t=1512138537,"Alpha Locus VR is a horror wave based shooter for the HTC Vive (PC). You can fight through various waves using both melee weapons and guns. As an immersive shooter, this game is scary and fun. This game is in the Alpha stage of production."
4182,332700,Mike was Сursed,2018-04-19,1,Bogdan Sychkov,Raum Studio,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie,Adventure;Action;Indie,0,47,14,263,269,50000-100000,9.29,https://steamcdn-a.akamaihd.net/steam/apps/332700/header.jpg?t=1525029721,https://steamcdn-a.akamaihd.net/steam/apps/332700/page_bg_generated_v6b.jpg?t=1525029721,"In a quiet Canadian town with a population of 17 thousand, people start disappearing; especially women and children. A spouse of a disappeared woman discovered what happened, and returns from his business trip. Once he comes back, he realizes that his family was not the only one to disappear."
11870,552550,Space Rift NON-VR - Episode 1,2016-12-13,1,Vibrant Core,bitComposer Interactive GmbH,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Simulation,Action;Adventure;Simulation,5,0,4,0,0,0-20000,6.99,https://steamcdn-a.akamaihd.net/steam/apps/552550/header.jpg?t=1481644865,https://steamcdn-a.akamaihd.net/steam/apps/552550/page_bg_generated_v6b.jpg?t=1481644865,"Be part of the action! SPACE RIFT is the first part of a breathtaking action space adventure with a captivating story!Originally developed for virtual reality, this version has been optimized for non-VR gaming fun without a VR headset.Join the fight for the freedom of humanity on Mars!"
12130,559170,"Ready Aim Splat!",2017-01-12,1,Blue Volcano Studio in Blue Volcano Studio,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,4,2,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/559170/header.jpg?t=1507858869,https://steamcdn-a.akamaihd.net/steam/apps/559170/page_bg_generated_v6b.jpg?t=1507858869,"The undead are back and this time they want your virtual vegetables! Well, if they want 'em, give it to them. In the only humane way possible.... A juicy tomato to the face! Ha! Not only that, but pumpkins, watermelons, cats and much more. For the love of all that is ripe. It's time to... Ready, Aim, Splat!"
322,12710,Overlord™: Raising Hell,2009-11-12,1,Triumph Studios;Virtual Programming,Codemasters,windows;mac;linux,0,Single-player;Partial Controller Support,RPG,RPG;Action;Villain Protagonist,0,946,75,446,256,500000-1000000,6.99,https://steamcdn-a.akamaihd.net/steam/apps/12710/header.jpg?t=1469618484,https://steamcdn-a.akamaihd.net/steam/apps/12710/page_bg_generated_v6b.jpg?t=1469618484,"How evil can you get? Discover how corruptible you are in Overlord, the twisted fantasy action adventure where you can be evil (or really evil). In the game's seriously warped fantasy world, players will become the Overlord and get first-hand experience of how absolute power corrupts absolutely."
26806,1039470,Over My Dead Pixel,2019-04-12,1,Minosh Digital,Minosh Digital,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Top-Down Shooter,10,12,0,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/1039470/header.jpg?t=1555107384,https://steamcdn-a.akamaihd.net/steam/apps/1039470/page_bg_generated_v6b.jpg?t=1555107384,"Over My Dead Pixel is a top down shooter where you command antivirus software to defend your computer from malware. Beware, firing your weapons will shrink your playspace. Maneuver deftly to avoid the enemies and the walls, as one single hit means restarting."
13502,598090,Absent Mind,2017-02-24,1,Dylan Latham,Dylan Latham,windows,0,Single-player;Partial Controller Support,Violent;Gore;Adventure;Indie;Simulation,Adventure;Indie;Gore,0,4,6,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/598090/header.jpg?t=1487934440,https://steamcdn-a.akamaihd.net/steam/apps/598090/page_bg_generated_v6b.jpg?t=1487934440,"In Absent Mind, you are put in the place where you were born as you cross the bridge into the afterlife. The hospital was used as the bridge and it contains important items of your past.The hospital will decide your fate. Will you move on to the next life, or become a patient forever?"
6724,399880,Amos From Outer Space,2015-10-06,1,Poisson Rouge Interactica ltd,Poisson Rouge Interactica ltd,windows,0,Single-player;Steam Trading Cards,Casual,Casual;Education;Family Friendly,0,7,1,0,0,0-20000,1.99,https://steamcdn-a.akamaihd.net/steam/apps/399880/header.jpg?t=1447377814,https://steamcdn-a.akamaihd.net/steam/apps/399880/page_bg_generated_v6b.jpg?t=1447377814,An interactive audio-visual experience for children aged 1 to 8. Amos is just a kid. Nobody knows where he is from... or where he is going. But you can join him on his adventures in this colourful journey.
7737,431960,Wallpaper Engine,2018-11-16,1,Kristjan Skutta,Kristjan Skutta,windows,0,Steam Achievements;Steam Trading Cards;Steam Workshop;Includes level editor,Animation & Modeling;Design & Illustration;Utilities,Utilities;Software;Design & Illustration,17,63623,1947,1731,542,5000000-10000000,2.79,https://steamcdn-a.akamaihd.net/steam/apps/431960/header.jpg?t=1543273391,https://steamcdn-a.akamaihd.net/steam/apps/431960/page_bg_generated_v6b.jpg?t=1543273391,Use stunning live wallpapers on your desktop. Animate your own images to create new wallpapers or import videos/websites and share them on Steam Workshop!
16807,698770,Watch Me Jump,2018-04-19,1,Jeremy Gable,Jeremy Gable,windows;mac,0,Single-player;Steam Achievements,Adventure;Indie;Sports,Indie;Adventure;Sports,9,15,3,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/698770/header.jpg?t=1549571153,https://steamcdn-a.akamaihd.net/steam/apps/698770/page_bg_generated_v6b.jpg?t=1549571153,An entirely different kind of basketball game. A narrative-driven journey told in four quarters.
24800,945440,Tiny Bird Garden Deluxe,2018-12-18,1,Super Retro Duck,Super Retro Duck,windows;mac,0,Single-player;Steam Achievements,Casual;Indie;Simulation,Casual;Indie;Simulation,24,52,4,0,0,0-20000,4.99,https://steamcdn-a.akamaihd.net/steam/apps/945440/header.jpg?t=1551492072,https://steamcdn-a.akamaihd.net/steam/apps/945440/page_bg_generated_v6b.jpg?t=1551492072,"Customize your garden with hundreds of items! Every visiting bird—over 100 of them—has unique dialog, favorites, and heart levels! Play mini games, raise baby birds, decorate photos, and chat with human characters inside and out of the visual novel style story mode! We’re eggcited to meet you!"
17134,708140,TriElement,2017-09-25,1,Infinity Arc Studios,Infinity Arc Studios,windows;mac,0,Single-player;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,17,2,0,0,0,0-20000,1.99,https://steamcdn-a.akamaihd.net/steam/apps/708140/header.jpg?t=1506453342,https://steamcdn-a.akamaihd.net/steam/apps/708140/page_bg_generated_v6b.jpg?t=1506453342,"Fire, Ice and Lighting elements often cancel each other out. However, in TriElement the enemy invasion is so dire that even the elements must work together to push them back. TriElement is a casual endless shooter against hordes of germs and viruses."
15756,670500,RC Plane 3,2017-08-07,1,FrozenPepper S.R.L,FrozenPepper S.R.L.,windows;mac,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Leaderboards,Racing;Simulation;Sports,Simulation;Racing;Sports,38,47,27,0,0,20000-50000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/670500/header.jpg?t=1502210456,https://steamcdn-a.akamaihd.net/steam/apps/670500/page_bg_generated_v6b.jpg?t=1502210456,Learn to fly a large selection of RC Planes in huge and beautiful scenarios rich of detail. Grab an easy flier to enjoy a majestic sunset over the hills of Tuscany or hop in a fast stunt plane to fly through barns and high voltage pylons.
10872,525290,Kings under the hill,2017-02-01,1,Ilya Gubin,Ilya Gubin,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Indie;Strategy;Pixel Graphics,7,20,14,221,234,0-20000,1.69,https://steamcdn-a.akamaihd.net/steam/apps/525290/header.jpg?t=1485942136,https://steamcdn-a.akamaihd.net/steam/apps/525290/page_bg_generated_v6b.jpg?t=1485942136,Kings under the hill is a side-scrolling real time strategy with fully customizable units and destructible randomly generated maps. You have to fight not only with your enemy but also you should take into account the external forces that can help or hurt .
9784,496460,Life is Feudal: Forest Village,2017-05-26,1,Mindillusion,Bitbox Ltd.,windows,0,Single-player;Steam Workshop;Steam Cloud,Indie;Simulation;Strategy,City Builder;Strategy;Resource Management,29,2053,1168,89,94,100000-200000,18.99,https://steamcdn-a.akamaihd.net/steam/apps/496460/header.jpg?t=1505856506,https://steamcdn-a.akamaihd.net/steam/apps/496460/page_bg_generated_v6b.jpg?t=1505856506,"LiF:Forest Village is a city builder with survival aspects in a realistic harsh medieval world. Shape, build and expand your settlement, grow various food to prevent your villagers from avitaminosis and starvation. Possess them for additional micromanagement or simply to wander around."
10856,524610,Ceggtcher VR,2016-09-27,1,Funny Twins,Funny Twins,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Casual;Indie;Simulation;Sports,Action;Indie;Casual,4,0,5,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/524610/header.jpg?t=1511112913,https://steamcdn-a.akamaihd.net/steam/apps/524610/page_bg_generated_v6b.jpg?t=1511112913,"Want to test your dexterity? Do you think that you have a fast lightning reaction? A huge number of falling eggs, great atmosphere and a lot of fun are waiting for you! Check yourself! Catch as many eggs as you can!"
12729,575820,I Hate Running Backwards,2018-05-22,1,Binx Interactive;Croteam Incubator;Croteam,Devolver Digital,windows;linux,0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Difficult,40,94,12,0,0,0-20000,10.99,https://steamcdn-a.akamaihd.net/steam/apps/575820/header.jpg?t=1532009818,https://steamcdn-a.akamaihd.net/steam/apps/575820/page_bg_generated_v6b.jpg?t=1532009818,I Hate Running Backwards is a never-ending adrenaline packed shoot'em down roguelite that puts the emphasis on destruction and fighting never ending waves of enemies while time traveling through procedurally generated worlds!
3238,301150,The Treasures of Montezuma 4,2014-05-16,1,Alawar Entertainment,Buka Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Commentary available,Adventure;Casual;Indie,Casual;Match 3;Indie,32,318,58,0,0,20000-50000,4.99,https://steamcdn-a.akamaihd.net/steam/apps/301150/header.jpg?t=1518597843,https://steamcdn-a.akamaihd.net/steam/apps/301150/page_bg_generated_v6b.jpg?t=1518597843,Free the gods’ powers and fulfill your destiny in the Treasures of Montezuma 4! This new match-three game is overflowing with mystery and excitement!
16509,689750,Youtubers Clicker,2017-08-15,1,waterxmelon,Atriagames,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation,Casual;Indie;Simulation,7,140,57,49,49,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/689750/header.jpg?t=1502805092,https://steamcdn-a.akamaihd.net/steam/apps/689750/page_bg_generated_v6b.jpg?t=1502805092,"Youtubers clicker - is a game where you goal is to create your own partner company, combine all the tubers and earn the maximum number of subscribers. Ready? Good luck!"
7277,416240,Space Impossible,2016-03-01,1,Happy Polygon,Happy Polygon,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer,Action;Adventure;Indie;Early Access,Early Access;Adventure;Action,0,71,7,0,0,0-20000,6.99,https://steamcdn-a.akamaihd.net/steam/apps/416240/header.jpg?t=1544467619,https://steamcdn-a.akamaihd.net/steam/apps/416240/page_bg_generated_v6b.jpg?t=1544467619,"Take control of a fully destructible spaceship and explore, blast or trade your way through the cosmos, alone or with friends. Every tile matters, as you dogfight, maneuver or speed your way past friendly traders, hostile aliens, and impressive space navies. What will you do, Captain?"
23717,905150,Trivia Quiz: All about everything!,2018-08-03,1,DuCats Games Studio,DuCats Games Studio,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual;Replay Value,18,27,4,0,0,0-20000,2.19,https://steamcdn-a.akamaihd.net/steam/apps/905150/header.jpg?t=1547139243,https://steamcdn-a.akamaihd.net/steam/apps/905150/page_bg_generated_v6b.jpg?t=1547139243,"Quiz allows you to learn a lot about the world, develop memory and test your knowledge!"
24646,938960,Soul-Ivy: C0,2018-10-11,1,Ammon Beardmore,Ammon Beardmore,windows;mac,0,Single-player,Adventure;Indie;RPG,Adventure;Indie;RPG,0,4,0,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/938960/header.jpg?t=1540333256,https://steamcdn-a.akamaihd.net/steam/apps/938960/page_bg_generated_v6b.jpg?t=1540333256,A hand drawn RPG/Visual Novel in an alien setting.
18324,743420,Temple of Spikes,2018-03-08,1,Tigrido Inc,Tigrido Inc,windows,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,66,3,0,0,0,0-20000,7.19,https://steamcdn-a.akamaihd.net/steam/apps/743420/header.jpg?t=1522238871,https://steamcdn-a.akamaihd.net/steam/apps/743420/page_bg_generated_v6b.jpg?t=1522238871,A hardcore platformer. The search of untold riches and powerful artefacts in the ancient sanctuary — Temple of Spikes filled with deadly traps and epic bosses.
17769,725970,COMBAT INSTINCT,2017-10-19,1,Prism Interactive Entertainment Inc.,Prism Interactive Entertainment Inc.,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG;Sports,Adventure;Action;Indie,126,13,4,0,0,0-20000,11.39,https://steamcdn-a.akamaihd.net/steam/apps/725970/header.jpg?t=1525191550,https://steamcdn-a.akamaihd.net/steam/apps/725970/page_bg_generated_v6b.jpg?t=1525191550,"Fight like hell in this real-man fight and adventure game dedicated to hard-core action gamers. Get prepared for lots of deaths, and see whether you’re the talented fighter the galaxy has been waiting for."
5473,365620,WarBirds - World War II Combat Aviation,2015-05-05,1,iEntertainment Network Inc,iEntertainment Network Inc,windows;mac,0,Single-player;Multi-player;Full controller support,Action;Adventure;Massively Multiplayer;Simulation,Simulation;Action;Massively Multiplayer,0,20,25,0,0,0-20000,10.99,https://steamcdn-a.akamaihd.net/steam/apps/365620/header.jpg?t=1555514552,https://steamcdn-a.akamaihd.net/steam/apps/365620/page_bg_generated_v6b.jpg?t=1555514552,"WarBirds 2019 is now in its 24th year of simulating flight combat in World War II. The game includes solo and online versions with over 225 aircraft. New for 2019 are more planes, improved flight models, new terrain areas and more online special events."
23269,887960,Mystery Case Files: Rewind Collector's Edition,2018-07-23,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0,6,1,0,0,0-20000,7.19,https://steamcdn-a.akamaihd.net/steam/apps/887960/header.jpg?t=1532361307,https://steamcdn-a.akamaihd.net/steam/apps/887960/page_bg_generated_v6b.jpg?t=1532361307,Can you keep the past from destroying the present?
23627,899180,Voronium - Locust Sols,2018-11-16,1,Gamalocus Studios,Gamalocus Studios,windows,0,Single-player,Action;Indie;Strategy,Indie;Action;Strategy,0,24,2,0,0,0-20000,11.39,https://steamcdn-a.akamaihd.net/steam/apps/899180/header.jpg?t=1542365570,https://steamcdn-a.akamaihd.net/steam/apps/899180/page_bg_generated_v6b.jpg?t=1542365570,"Voronium takes place on a planet far away. Mankind has discovered Voronium which became it's ultimate energy source. Your job is to protect the Voronium mining operation at all cost, building defensive structures and operating them simultaneously. On VR only."
18143,737690,Bernackels' Shoggoth,2017-12-08,1,Bernackels,Bernackels,windows,0,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Indie;Action;Stealth,49,15,5,0,0,0-20000,9.99,https://steamcdn-a.akamaihd.net/steam/apps/737690/header.jpg?t=1520190217,https://steamcdn-a.akamaihd.net/steam/apps/737690/page_bg_generated_v6b.jpg?t=1520190217,"Shoggoth is a multiplayer (4vs2) stealth game, in which the player takes on the role of a small dragon. With the ability to fly and to morph into items, your mission is either to seek and kill your opponents or to search for keys and escape the level."
15906,673950,Farm Together,2018-10-11,1,Milkstone Studios,Milkstone Studios,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation,Simulation;Multiplayer;Agriculture,45,4022,407,35,35,100000-200000,15.49,https://steamcdn-a.akamaihd.net/steam/apps/673950/header.jpg?t=1552580561,https://steamcdn-a.akamaihd.net/steam/apps/673950/page_bg_generated_v6b.jpg?t=1552580561,"Grow your own farm all by yourself, or cooperate with your friends in this unique, relaxing farming experience!"
20067,791970,QLORB,2018-02-06,1,Red Dolphin Games,VT Publishing,windows,0,Single-player;Steam Achievements,Action;Casual;Indie;Strategy,Strategy;Action;Indie,5000,18,16,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/791970/header.jpg?t=1547181876,https://steamcdn-a.akamaihd.net/steam/apps/791970/page_bg_generated_v6b.jpg?t=1547181876,"QLORB is a puzzle game designed to take the simplicity of games like tetris and deconstruct it into something familiar but different. With QLORB, 2 sets of blocks must merge into 1 perfect block. In order for this to be accomplished the player must clear away all of the blue blocks so the red blocks have room."
25645,979720,Big Bash Boom,2018-12-20,1,Big Ant Studios,Big Ant Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud,Sports,Sports,30,3,1,0,0,0-20000,44.99,https://steamcdn-a.akamaihd.net/steam/apps/979720/header.jpg?t=1556520769,https://steamcdn-a.akamaihd.net/steam/apps/979720/page_bg_generated_v6b.jpg?t=1556520769,Big Bash Boom mixes all the big hitting thrills of T20 cricket with instantly accessible arcade action. Fully licensed and includes all teams and players featured in this year’s KFC Big Bash League (BBL) and Rebel Women’s Big Bash League (WBBL).
17507,718210,Depopulation,2017-11-24,1,Aweswan studios,Aweswan studios,windows,0,Single-player,Violent;Casual;RPG;Simulation;Strategy,Casual;Strategy;RPG,0,10,5,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/718210/header.jpg?t=1512466372,https://steamcdn-a.akamaihd.net/steam/apps/718210/page_bg_generated_v6b.jpg?t=1512466372,"The world’s pollution is threatening all life on Earth. Employed by a Billionaire, and chosen for your high intelligence and psychopathic tendencies, it’s up to you to save the world by any means necessary."
9502,489050,Whitetail Challenge,2016-06-20,1,PSR Outdoors,PSR Outdoors,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,18,3,8,0,0,0-20000,2.79,https://steamcdn-a.akamaihd.net/steam/apps/489050/header.jpg?t=1466473359,https://steamcdn-a.akamaihd.net/steam/apps/489050/page_bg_generated_v6b.jpg?t=1466473359,"Experience the ultimate outdoors survival/hunting game. Predators, lack of food, and exposure can quickly end your quest. Stay alive and continue to hunt more productive areas. Explore, hunt, experience and enjoy...."
19048,763540,Hitori,2018-01-12,1,Sly,SlyGames,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,33,11,8,0,0,0-20000,0.78,https://steamcdn-a.akamaihd.net/steam/apps/763540/header.jpg?t=1539738466,https://steamcdn-a.akamaihd.net/steam/apps/763540/page_bg_generated_v6b.jpg?t=1539738466,"Hitori is a classic hitori where you are to make certain cells dark enough so that no bright element repeats in each row and column. Dark cells can not stand side by side vertically and horizontally, and also surround light cells in the ring."
372,15920,Luxor 2,2008-06-10,1,MumboJumbo,MumboJumbo,windows,0,Single-player,Casual,Casual,0,7,14,0,0,20000-50000,5.99,https://steamcdn-a.akamaihd.net/steam/apps/15920/header.jpg?t=1447351186,https://steamcdn-a.akamaihd.net/steam/apps/15920/page_bg_generated_v6b.jpg?t=1447351186,"The much anticipated sequel to the #1 casual game of 2005, LUXOR 2 sets the new standard for action-puzzlers. LUXOR 2 takes you on a beautiful voyage through 88 all-new, gorgeously rendered levels set amongst the pyramids of ancient Egypt."
4574,342510,Bret Airborne,2015-01-29,1,Machine 22,Machine 22,windows,0,Single-player;Steam Trading Cards,Casual;Indie;RPG,RPG;Indie;Casual,0,40,21,55,55,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/342510/header.jpg?t=1478024032,https://steamcdn-a.akamaihd.net/steam/apps/342510/page_bg_generated_v6b.jpg?t=1478024032,Bret Airborne shakes up the standard match-3 formula with strategic gameplay and original game mechanics.
26349,1014140,Snakebird Primer,2019-02-20,1,Noumenon Games,Noumenon Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,12,32,1,0,0,0-20000,5.79,https://steamcdn-a.akamaihd.net/steam/apps/1014140/header.jpg?t=1551103393,https://steamcdn-a.akamaihd.net/steam/apps/1014140/page_bg_generated_v6b.jpg?t=1551103393,"The snakebirds are back, this time yellowbird joins the team on a more relaxed island with easier puzzles. A casual puzzle game for the entire family as well as a primer for the serious challenges of the original game."
22949,878150,Core Awaken ~The Yuka~,2018-07-10,1,Celusis,CelLab,windows,0,Single-player;Partial Controller Support,Action;Indie,Action;Indie;Anime,0,17,2,0,0,0-20000,7.19,https://steamcdn-a.akamaihd.net/steam/apps/878150/header.jpg?t=1542591503,https://steamcdn-a.akamaihd.net/steam/apps/878150/page_bg_generated_v6b.jpg?t=1542591503,A 2D scrolling action game with 3DCG. The protagonist YUKA is a robot fighting for the human side against a robotic rebellion.
26192,1006920,Pull Ball,2019-01-18,1,Nichengun,Nichengun,windows;mac,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual;Puzzle,100,3,1,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/1006920/header.jpg?t=1547880424,https://steamcdn-a.akamaihd.net/steam/apps/1006920/page_bg_generated_v6b.jpg?t=1547880424,"Minimalist ball game with original gameplay, including 90 levels with puzzle elements and endless survival mode. You can also compete with other players live."
26344,1013940,Bob and Kuura: Lost in Snowglobe,2019-02-06,1,BelleGames Ltd.,BelleGames Ltd.,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Indie,6,0,1,0,0,0-20000,4.79,https://steamcdn-a.akamaihd.net/steam/apps/1013940/header.jpg?t=1549453472,https://steamcdn-a.akamaihd.net/steam/apps/1013940/page_bg_generated_v6b.jpg?t=1549453472,Snowglobe has been ruined by the Evil Duke's corporation and it's up to you to save it.
21616,839560,Shrinking Pains,2018-04-27,1,Bedtime Phobias,Bedtime Phobias,windows,0,Single-player,Sexual Content;Free to Play;Indie,Free to Play;Indie;Sexual Content,0,96,24,0,0,20000-50000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/839560/header.jpg?t=1524874054,https://steamcdn-a.akamaihd.net/steam/apps/839560/page_bg_generated_v6b.jpg?t=1524874054,"You spend a day seeing how many coins you can fit into the hollows above your collarbones. You're losing yourself first in inches, then moments... Will you survive yourself?"
1576,225840,Sven Co-op,2016-01-22,1,Sven Co-op Team,Sven Co-op Team,windows,18,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Partial Controller Support;Steam Cloud,Action;Casual;Free to Play;Indie,Free to Play;Multiplayer;Co-op,0,12211,1173,407,56,2000000-5000000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/225840/header.jpg?t=1553967563,https://steamcdn-a.akamaihd.net/steam/apps/225840/page_bg_generated_v6b.jpg?t=1553967563,Sven Co-op is a co-operative game originally based around Valve Software's Half-Life. In this game players must work together against computer controlled enemies and solve puzzles as a team.
5721,371530,Legends of Pixelia,2015-09-14,1,SimaGames,SimaGames,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Indie;RPG,Action;RPG;Indie,69,19,2,0,0,0-20000,4.99,https://steamcdn-a.akamaihd.net/steam/apps/371530/header.jpg?t=1487237169,https://steamcdn-a.akamaihd.net/steam/apps/371530/page_bg_generated_v6b.jpg?t=1487237169,"Legends of Pixelia is an action RPG that combines retro pixelart with modern gameplay mechanics. Choose a hero class, crawl through procedurally generated dungeons and show your reflexes in challenging boss fights. Single player &amp; local multiplayer, best played with gamepad."
19916,788190,SUPER ASTEROIDS,2018-03-08,1,Alcateia Entertainment,Alcateia Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,10,12,4,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/788190/header.jpg?t=1528880247,https://steamcdn-a.akamaihd.net/steam/apps/788190/page_bg_generated_v6b.jpg?t=1528880247,Super Asteroids is an arcade game based on the classics from the 80's. With a refined and pleasant gameplay. Destroy all the asteroids! And stick your score among the best players around the world!
24772,944380,Drunk Puppet,2018-10-06,1,D1ONE,D1ONE,windows,0,Single-player,Casual,Casual,0,4,7,0,0,0-20000,2.89,https://steamcdn-a.akamaihd.net/steam/apps/944380/header.jpg?t=1538827731,https://steamcdn-a.akamaihd.net/steam/apps/944380/page_bg_generated_v6b.jpg?t=1538827731,"Drunk Puppet is the most realistic walking simulator you'll be playing this year! Keep calm, because you are waiting for insurmountable difficulties, such as careless drivers and an inexplicable inability to step on the cracks on the sidewalk. You will laugh. You will cry."
15761,670750,0°N 0°W,2018-03-01,1,Colorfiction,Colorfiction,windows;mac;linux,0,Single-player;Partial Controller Support,Adventure;Casual;Indie,Adventure;Indie;Casual,0,87,6,0,0,0-20000,6.19,https://steamcdn-a.akamaihd.net/steam/apps/670750/header.jpg?t=1555148721,https://steamcdn-a.akamaihd.net/steam/apps/670750/page_bg_generated_v6b.jpg?t=1555148721,Enjoy a surreal vacation in a magical dimension full of audio visual stimulation!
